timestamp,date,hour,weekday,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,light,temperature,humidity,pir,co2,solar_voltage,fan_on,led_on,comfort_score,energy_risk,occupied
01/01/2024 3:10,01/01/2024,3,0,0,0.7071,0.7071,0,1,50,22.9,63.1,0,425,3.71,0,0,100,0,0
01/01/2024 3:20,01/01/2024,3,0,0,0.7071,0.7071,0,1,50,24.5,51.1,0,426,3.74,0,0,100,0,0
01/01/2024 3:30,01/01/2024,3,0,0,0.7071,0.7071,0,1,384,22,54.8,0,433,3.66,0,0,100,0,0
01/01/2024 3:40,01/01/2024,3,0,0,0.7071,0.7071,0,1,50,21,59.7,0,447,3.68,0,0,88,0,0
01/01/2024 3:50,01/01/2024,3,0,0,0.7071,0.7071,0,1,50,23.2,61.6,0,400,3.7,0,0,100,0,0
01/01/2024 4:00,01/01/2024,4,0,0,0.866,0.5,0,1,272,23.9,53.7,0,534,3.68,0,0,100,0,0
01/01/2024 4:10,01/01/2024,4,0,0,0.866,0.5,0,1,413,23.5,65.5,0,403,3.69,0,0,92,0,0
01/01/2024 4:20,01/01/2024,4,0,0,0.866,0.5,0,1,240,23.4,53,0,609,3.65,0,0,100,0,0
01/01/2024 4:30,01/01/2024,4,0,0,0.866,0.5,0,1,79,22,74.6,0,400,3.66,0,0,80,0,0
01/01/2024 4:40,01/01/2024,4,0,0,0.866,0.5,0,1,50,23.3,56.7,0,453,3.69,0,0,100,0,0
01/01/2024 4:50,01/01/2024,4,0,0,0.866,0.5,0,1,50,24.7,68.1,0,400,3.65,0,0,92,0,0
01/01/2024 5:00,01/01/2024,5,0,0,0.9659,0.2588,0,1,50,24.1,59.5,0,424,3.72,0,0,100,0,0
01/01/2024 5:10,01/01/2024,5,0,0,0.9659,0.2588,0,1,51,23.8,58.8,0,619,3.68,0,0,100,0,0
01/01/2024 5:20,01/01/2024,5,0,0,0.9659,0.2588,0,1,132,26,56.1,0,400,3.7,0,0,100,0,0
01/01/2024 5:30,01/01/2024,5,0,0,0.9659,0.2588,0,1,50,24.9,60.4,1,440,3.65,0,0,100,0,0
01/01/2024 5:40,01/01/2024,5,0,0,0.9659,0.2588,0,1,189,23.9,63,0,408,3.73,0,0,100,0,0
01/01/2024 5:50,01/01/2024,5,0,0,0.9659,0.2588,0,1,173,23.8,68.1,0,434,3.67,0,0,92,0,0
01/01/2024 6:00,01/01/2024,6,0,0,1,0,0,1,1797,24.3,54.1,0,415,3.6,0,0,100,0,0
01/01/2024 6:10,01/01/2024,6,0,0,1,0,0,1,1871,25.9,53.9,0,460,3.61,0,0,100,0,0
01/01/2024 6:20,01/01/2024,6,0,0,1,0,0,1,1907,27.1,60.3,1,631,3.67,1,0,88,0,1
01/01/2024 6:30,01/01/2024,6,0,0,1,0,0,1,2050,26.4,62.5,1,676,3.85,1,0,100,0,1
01/01/2024 6:40,01/01/2024,6,0,0,1,0,0,1,2124,24.1,61.7,0,400,3.86,0,0,100,0,0
01/01/2024 6:50,01/01/2024,6,0,0,1,0,0,1,2015,23.4,73.1,0,502,3.59,0,0,80,0,0
01/01/2024 7:00,01/01/2024,7,0,0,0.9659,-0.2588,0,1,2216,24.6,78,1,644,4.1,0,0,80,0,1
01/01/2024 7:10,01/01/2024,7,0,0,0.9659,-0.2588,0,1,2444,23.6,72.4,0,493,4.08,0,0,80,0,0
01/01/2024 7:20,01/01/2024,7,0,0,0.9659,-0.2588,0,1,2492,26.3,77.8,0,469,4.14,0,0,80,0,0
01/01/2024 7:30,01/01/2024,7,0,0,0.9659,-0.2588,0,1,2039,23.7,63.5,0,417,4.21,0,0,100,0,0
01/01/2024 7:40,01/01/2024,7,0,0,0.9659,-0.2588,0,1,2334,25.1,58.2,1,590,4.11,1,0,100,0,1
01/01/2024 7:50,01/01/2024,7,0,0,0.9659,-0.2588,0,1,2059,25.8,56.1,0,400,4.16,0,0,100,0,0
01/01/2024 8:00,01/01/2024,8,0,0,0.866,-0.5,0,1,2424,23.7,75.8,1,681,4.39,0,0,80,0,1
01/01/2024 8:10,01/01/2024,8,0,0,0.866,-0.5,0,1,2445,25.8,75.2,1,576,4.38,1,0,80,0,1
01/01/2024 8:20,01/01/2024,8,0,0,0.866,-0.5,0,1,2496,28.2,62.8,1,676,4.5,1,0,88,0,1
01/01/2024 8:30,01/01/2024,8,0,0,0.866,-0.5,0,1,2281,26.6,60,1,618,4.47,1,0,100,0,1
01/01/2024 8:40,01/01/2024,8,0,0,0.866,-0.5,0,1,2104,27.3,71.7,1,645,4.57,1,0,68,0,1
01/01/2024 8:50,01/01/2024,8,0,0,0.866,-0.5,0,1,2460,28.5,69.3,1,663,4.5,1,0,80,0,1
01/01/2024 9:00,01/01/2024,9,0,0,0.7071,-0.7071,0,1,2938,27.2,71.3,1,518,4.8,1,0,68,0,1
01/01/2024 9:10,01/01/2024,9,0,0,0.7071,-0.7071,0,1,2969,28.8,66,1,608,4.67,1,0,80,0,1
01/01/2024 9:20,01/01/2024,9,0,0,0.7071,-0.7071,0,1,2361,25,59.1,0,421,4.87,0,0,100,0,0
01/01/2024 9:30,01/01/2024,9,0,0,0.7071,-0.7071,0,1,2477,25.1,68.2,0,412,4.83,0,0,92,0,0
01/01/2024 9:40,01/01/2024,9,0,0,0.7071,-0.7071,0,1,2812,26,61,1,559,4.82,1,0,100,0,1
01/01/2024 9:50,01/01/2024,9,0,0,0.7071,-0.7071,0,1,2778,28.1,65.4,1,685,4.65,1,0,80,0,1
01/01/2024 10:00,01/01/2024,10,0,0,0.5,-0.866,0,1,3119,26.8,58.7,0,543,5.06,1,0,100,0,1
01/01/2024 10:10,01/01/2024,10,0,0,0.5,-0.866,0,1,2850,26.9,76.8,1,583,5.1,1,0,80,0,1
01/01/2024 10:20,01/01/2024,10,0,0,0.5,-0.866,0,1,3054,28.2,76.5,1,569,5.06,1,0,68,0,1
01/01/2024 10:30,01/01/2024,10,0,0,0.5,-0.866,0,1,2891,26.3,70.9,1,642,5.07,1,0,80,0,1
01/01/2024 10:40,01/01/2024,10,0,0,0.5,-0.866,0,1,2734,26.4,62.5,0,494,5.01,0,0,100,0,0
01/01/2024 10:50,01/01/2024,10,0,0,0.5,-0.866,0,1,2798,26.3,57.9,0,458,4.98,0,0,100,0,0
01/01/2024 11:00,01/01/2024,11,0,0,0.2588,-0.9659,0,1,3162,26.3,64.1,1,606,5.02,1,0,100,0,1
01/01/2024 11:10,01/01/2024,11,0,0,0.2588,-0.9659,0,1,2875,28.3,78.2,0,648,5.16,1,0,68,0,1
01/01/2024 11:20,01/01/2024,11,0,0,0.2588,-0.9659,0,1,2909,24.7,76.6,1,607,5.04,0,0,80,0,1
01/01/2024 11:30,01/01/2024,11,0,0,0.2588,-0.9659,0,1,3158,25.9,69.1,0,649,5.08,1,0,92,0,1
01/01/2024 11:40,01/01/2024,11,0,0,0.2588,-0.9659,0,1,2962,25.9,80.7,1,758,5.27,1,0,80,0,1
01/01/2024 11:50,01/01/2024,11,0,0,0.2588,-0.9659,0,1,3242,24.7,74.7,0,624,5.29,0,0,80,0,1
01/01/2024 12:00,01/01/2024,12,0,0,0,-1,0,1,2998,26.9,66.3,1,658,5.17,1,0,92,0,1
01/01/2024 12:10,01/01/2024,12,0,0,0,-1,0,1,3197,25.2,63.3,1,442,5.16,0,0,100,0,0
01/01/2024 12:20,01/01/2024,12,0,0,0,-1,0,1,3238,28.1,64.6,1,791,5.21,1,0,88,0,1
01/01/2024 12:30,01/01/2024,12,0,0,0,-1,0,1,3150,26.8,61.8,1,539,5.21,1,0,100,0,1
01/01/2024 12:40,01/01/2024,12,0,0,0,-1,0,1,3238,26.9,78.4,1,584,5.18,1,0,80,0,1
01/01/2024 12:50,01/01/2024,12,0,0,0,-1,0,1,3053,26.1,71.5,0,430,5.24,0,0,80,0,0
01/01/2024 13:00,01/01/2024,13,0,0,-0.2588,-0.9659,0,1,3198,27,77.6,1,726,5.13,1,0,80,0,1
01/01/2024 13:10,01/01/2024,13,0,0,-0.2588,-0.9659,0,1,3285,27.2,74.6,1,607,5.14,1,0,68,0,1
01/01/2024 13:20,01/01/2024,13,0,0,-0.2588,-0.9659,0,1,2926,27.3,75.5,0,474,5.07,0,0,68,0,0
01/01/2024 13:30,01/01/2024,13,0,0,-0.2588,-0.9659,0,1,3082,29.7,75.4,1,680,5.08,1,0,68,0,1
01/01/2024 13:40,01/01/2024,13,0,0,-0.2588,-0.9659,0,1,3148,27.8,77.1,1,684,5.15,1,0,68,0,1
01/01/2024 13:50,01/01/2024,13,0,0,-0.2588,-0.9659,0,1,2939,25.6,74.1,0,400,5.2,0,0,80,0,0
01/01/2024 14:00,01/01/2024,14,0,0,-0.5,-0.866,0,1,3023,24.4,60.2,0,430,5.05,0,0,100,0,0
01/01/2024 14:10,01/01/2024,14,0,0,-0.5,-0.866,0,1,3170,27,70.7,1,620,4.96,1,0,80,0,1
01/01/2024 14:20,01/01/2024,14,0,0,-0.5,-0.866,0,1,3034,24.6,73.1,0,681,4.89,0,0,80,0,1
01/01/2024 14:30,01/01/2024,14,0,0,-0.5,-0.866,0,1,3282,25,68.1,0,672,4.97,0,0,92,0,1
01/01/2024 14:40,01/01/2024,14,0,0,-0.5,-0.866,0,1,3003,26.3,68.4,1,627,4.88,1,0,92,0,1
01/01/2024 14:50,01/01/2024,14,0,0,-0.5,-0.866,0,1,2898,25.9,67.3,0,400,5.05,0,0,92,0,0
01/01/2024 15:00,01/01/2024,15,0,0,-0.7071,-0.7071,0,1,3284,23.7,63.2,0,647,4.7,0,0,100,0,1
01/01/2024 15:10,01/01/2024,15,0,0,-0.7071,-0.7071,0,1,2960,24.6,59,1,596,4.7,0,0,100,0,1
01/01/2024 15:20,01/01/2024,15,0,0,-0.7071,-0.7071,0,1,3092,25.7,77.6,1,625,4.87,1,0,80,0,1
01/01/2024 15:30,01/01/2024,15,0,0,-0.7071,-0.7071,0,1,3262,25,67.8,1,599,4.95,0,0,92,0,1
01/01/2024 15:40,01/01/2024,15,0,0,-0.7071,-0.7071,0,1,2418,25.6,63.6,1,691,4.83,1,0,100,0,1
01/01/2024 15:50,01/01/2024,15,0,0,-0.7071,-0.7071,0,1,2737,25.3,73.1,0,400,4.81,0,0,80,0,0
01/01/2024 16:00,01/01/2024,16,0,0,-0.866,-0.5,0,1,2971,26.1,72.5,1,652,4.44,1,0,80,0,1
01/01/2024 16:10,01/01/2024,16,0,0,-0.866,-0.5,0,1,2899,26.4,72.6,0,405,4.36,0,0,80,0,0
01/01/2024 16:20,01/01/2024,16,0,0,-0.866,-0.5,0,1,2984,25.4,76.6,1,741,4.41,1,0,80,0,1
01/01/2024 16:30,01/01/2024,16,0,0,-0.866,-0.5,0,1,2823,25,59,0,400,4.44,0,0,100,0,0
01/01/2024 16:40,01/01/2024,16,0,0,-0.866,-0.5,0,1,2656,27.9,68.9,1,624,4.43,1,0,80,0,1
01/01/2024 16:50,01/01/2024,16,0,0,-0.866,-0.5,0,1,2537,25.7,72.5,1,638,4.42,1,0,80,0,1
01/01/2024 17:00,01/01/2024,17,0,0,-0.9659,-0.2588,0,1,2736,24,53.4,0,400,3.96,0,0,100,0,0
01/01/2024 17:10,01/01/2024,17,0,0,-0.9659,-0.2588,0,1,2401,22.9,63.8,0,465,4.03,0,0,100,0,0
01/01/2024 17:20,01/01/2024,17,0,0,-0.9659,-0.2588,0,1,2172,24.3,72.6,1,530,4.13,0,0,80,0,1
01/01/2024 17:30,01/01/2024,17,0,0,-0.9659,-0.2588,0,1,2358,26.7,58.5,1,647,4.14,1,0,100,0,1
01/01/2024 17:40,01/01/2024,17,0,0,-0.9659,-0.2588,0,1,2472,25.5,68.4,1,868,3.96,1,0,80,0,1
01/01/2024 17:50,01/01/2024,17,0,0,-0.9659,-0.2588,0,1,2375,22.9,54.8,0,400,3.93,0,0,100,0,0
01/01/2024 18:00,01/01/2024,18,0,0,-1,0,0,1,3060,24.1,68.5,1,678,3.65,0,0,92,0,1
01/01/2024 18:10,01/01/2024,18,0,0,-1,0,0,1,2744,23.4,66.7,1,650,3.63,0,0,92,0,1
01/01/2024 18:20,01/01/2024,18,0,0,-1,0,0,1,3091,24.7,63.4,1,648,3.79,0,0,100,0,1
01/01/2024 18:30,01/01/2024,18,0,0,-1,0,0,1,2822,25.7,72.2,1,700,3.8,1,0,80,0,1
01/01/2024 18:40,01/01/2024,18,0,0,-1,0,0,1,3190,25,74.3,1,693,3.67,0,0,80,0,1
01/01/2024 18:50,01/01/2024,18,0,0,-1,0,0,1,2538,25.4,62.3,1,701,3.75,1,0,100,0,1
01/01/2024 19:00,01/01/2024,19,0,0,-0.9659,0.2588,0,1,2450,22.4,55.8,1,678,3.72,0,0,100,0,1
01/01/2024 19:10,01/01/2024,19,0,0,-0.9659,0.2588,0,1,2593,24,70.6,1,729,3.6,0,0,80,0,1
01/01/2024 19:20,01/01/2024,19,0,0,-0.9659,0.2588,0,1,2324,24.6,76.3,1,736,3.62,0,0,80,0,1
01/01/2024 19:30,01/01/2024,19,0,0,-0.9659,0.2588,0,1,2790,25.3,60.8,1,674,3.64,1,0,100,0,1
01/01/2024 19:40,01/01/2024,19,0,0,-0.9659,0.2588,0,1,1726,22.7,64,0,400,3.73,0,0,100,0,0
01/01/2024 19:50,01/01/2024,19,0,0,-0.9659,0.2588,0,1,2491,25.7,67.9,1,759,3.65,1,0,92,0,1
01/01/2024 20:00,01/01/2024,20,0,0,-0.866,0.5,0,1,111,24.4,47.7,0,400,3.69,0,0,100,0,0
01/01/2024 20:10,01/01/2024,20,0,0,-0.866,0.5,0,1,50,25.5,66.7,0,400,3.7,0,0,92,0,0
01/01/2024 20:20,01/01/2024,20,0,0,-0.866,0.5,0,1,276,23,56,0,476,3.71,0,0,100,0,0
01/01/2024 20:30,01/01/2024,20,0,0,-0.866,0.5,0,1,1023,24.5,69.9,1,600,3.77,0,0,92,0,1
01/01/2024 20:40,01/01/2024,20,0,0,-0.866,0.5,0,1,873,23.4,65.8,1,748,3.64,0,0,92,0,1
01/01/2024 20:50,01/01/2024,20,0,0,-0.866,0.5,0,1,571,25,65.2,0,719,3.65,0,1,92,0,1
01/01/2024 21:00,01/01/2024,21,0,0,-0.7071,0.7071,0,1,50,22.9,53.7,0,439,3.63,0,0,100,0,0
01/01/2024 21:10,01/01/2024,21,0,0,-0.7071,0.7071,0,1,1683,23.8,65.5,1,728,3.68,0,0,92,0,1
01/01/2024 21:20,01/01/2024,21,0,0,-0.7071,0.7071,0,1,112,23.2,59.5,0,400,3.67,0,0,100,0,0
01/01/2024 21:30,01/01/2024,21,0,0,-0.7071,0.7071,0,1,748,22.8,63,1,699,3.59,0,0,100,0,1
01/01/2024 21:40,01/01/2024,21,0,0,-0.7071,0.7071,0,1,581,25.6,64.3,1,690,3.64,1,1,100,1,1
01/01/2024 21:50,01/01/2024,21,0,0,-0.7071,0.7071,0,1,166,22.4,56.3,0,400,3.64,0,0,100,0,0
01/01/2024 22:00,01/01/2024,22,0,0,-0.5,0.866,0,1,1285,22.4,59.7,1,791,3.72,0,0,100,0,1
01/01/2024 22:10,01/01/2024,22,0,0,-0.5,0.866,0,1,50,20,61.2,0,448,3.64,0,0,88,0,0
01/01/2024 22:20,01/01/2024,22,0,0,-0.5,0.866,0,1,50,22.6,70.7,0,400,3.68,0,0,80,0,0
01/01/2024 22:30,01/01/2024,22,0,0,-0.5,0.866,0,1,931,24.4,52.8,1,676,3.67,0,0,100,0,1
01/01/2024 22:40,01/01/2024,22,0,0,-0.5,0.866,0,1,983,25.3,52.8,0,680,3.66,1,0,100,0,1
01/01/2024 22:50,01/01/2024,22,0,0,-0.5,0.866,0,1,890,24.7,55.3,1,762,3.7,0,0,100,0,1
01/01/2024 23:00,01/01/2024,23,0,0,-0.2588,0.9659,0,1,50,22.6,45.6,0,400,3.66,0,0,100,0,0
01/01/2024 23:10,01/01/2024,23,0,0,-0.2588,0.9659,0,1,84,21.9,64,0,400,3.7,0,0,88,0,0
01/01/2024 23:20,01/01/2024,23,0,0,-0.2588,0.9659,0,1,62,22,38,0,400,3.67,0,0,100,0,0
01/01/2024 23:30,01/01/2024,23,0,0,-0.2588,0.9659,0,1,185,21.2,66.7,0,445,3.66,0,0,80,0,0
01/01/2024 23:40,01/01/2024,23,0,0,-0.2588,0.9659,0,1,170,21.1,56.2,0,400,3.69,0,0,88,0,0
01/01/2024 23:50,01/01/2024,23,0,0,-0.2588,0.9659,0,1,50,21.7,46.7,0,404,3.71,0,0,88,0,0
02/01/2024 0:00,02/01/2024,0,1,0,0,1,0.7818,0.6235,214,24.2,48.5,0,412,3.7,0,0,100,0,0
02/01/2024 0:10,02/01/2024,0,1,0,0,1,0.7818,0.6235,50,21.4,51.1,0,400,3.65,0,0,88,0,0
02/01/2024 0:20,02/01/2024,0,1,0,0,1,0.7818,0.6235,90,21.4,52.6,0,400,3.7,0,0,88,0,0
02/01/2024 0:30,02/01/2024,0,1,0,0,1,0.7818,0.6235,54,23.2,51.2,0,400,3.7,0,0,100,0,0
02/01/2024 0:40,02/01/2024,0,1,0,0,1,0.7818,0.6235,50,21.1,54.4,0,488,3.63,0,0,88,0,0
02/01/2024 0:50,02/01/2024,0,1,0,0,1,0.7818,0.6235,113,21.1,46.5,0,429,3.64,0,0,88,0,0
02/01/2024 1:00,02/01/2024,1,1,0,0.2588,0.9659,0.7818,0.6235,50,22.9,56.7,0,478,3.74,0,0,100,0,0
02/01/2024 1:10,02/01/2024,1,1,0,0.2588,0.9659,0.7818,0.6235,341,20.6,55.7,0,400,3.6,0,0,88,0,0
02/01/2024 1:20,02/01/2024,1,1,0,0.2588,0.9659,0.7818,0.6235,258,23.3,53,0,400,3.69,0,0,100,0,0
02/01/2024 1:30,02/01/2024,1,1,0,0.2588,0.9659,0.7818,0.6235,50,23.3,57,1,400,3.7,0,0,100,0,0
02/01/2024 1:40,02/01/2024,1,1,0,0.2588,0.9659,0.7818,0.6235,177,21.3,50.7,0,514,3.66,0,0,88,0,0
02/01/2024 1:50,02/01/2024,1,1,0,0.2588,0.9659,0.7818,0.6235,297,22.7,61.5,0,483,3.67,0,0,100,0,0
02/01/2024 2:00,02/01/2024,2,1,0,0.5,0.866,0.7818,0.6235,366,23.2,60.3,1,400,3.56,0,0,100,0,0
02/01/2024 2:10,02/01/2024,2,1,0,0.5,0.866,0.7818,0.6235,50,23.3,53,0,411,3.67,0,0,100,0,0
02/01/2024 2:20,02/01/2024,2,1,0,0.5,0.866,0.7818,0.6235,50,21.6,53.8,0,512,3.6,0,0,88,0,0
02/01/2024 2:30,02/01/2024,2,1,0,0.5,0.866,0.7818,0.6235,143,21.2,44.4,0,400,3.63,0,0,88,0,0
02/01/2024 2:40,02/01/2024,2,1,0,0.5,0.866,0.7818,0.6235,80,20.7,52.8,0,484,3.72,0,0,88,0,0
02/01/2024 2:50,02/01/2024,2,1,0,0.5,0.866,0.7818,0.6235,497,23.9,60.8,0,471,3.68,0,0,100,0,0
02/01/2024 3:00,02/01/2024,3,1,0,0.7071,0.7071,0.7818,0.6235,50,25.1,83.6,0,400,3.75,0,0,80,0,0
02/01/2024 3:10,02/01/2024,3,1,0,0.7071,0.7071,0.7818,0.6235,50,20.9,56.3,0,400,3.64,0,0,88,0,0
02/01/2024 3:20,02/01/2024,3,1,0,0.7071,0.7071,0.7818,0.6235,216,21.3,48.6,0,474,3.69,0,0,88,0,0
02/01/2024 3:30,02/01/2024,3,1,0,0.7071,0.7071,0.7818,0.6235,342,22.7,47.2,0,430,3.78,0,0,100,0,0
02/01/2024 3:40,02/01/2024,3,1,0,0.7071,0.7071,0.7818,0.6235,197,21.9,50.7,0,432,3.61,0,0,88,0,0
02/01/2024 3:50,02/01/2024,3,1,0,0.7071,0.7071,0.7818,0.6235,50,23.3,65.5,0,485,3.69,0,0,92,0,0
02/01/2024 4:00,02/01/2024,4,1,0,0.866,0.5,0.7818,0.6235,359,22.3,59.2,0,455,3.72,0,0,100,0,0
02/01/2024 4:10,02/01/2024,4,1,0,0.866,0.5,0.7818,0.6235,138,24.9,53.6,0,476,3.66,0,0,100,0,0
02/01/2024 4:20,02/01/2024,4,1,0,0.866,0.5,0.7818,0.6235,50,24.1,61.6,0,497,3.72,0,0,100,0,0
02/01/2024 4:30,02/01/2024,4,1,0,0.866,0.5,0.7818,0.6235,130,24.3,56.1,0,423,3.64,0,0,100,0,0
02/01/2024 4:40,02/01/2024,4,1,0,0.866,0.5,0.7818,0.6235,129,23.2,62.8,0,400,3.65,0,0,100,0,0
02/01/2024 4:50,02/01/2024,4,1,0,0.866,0.5,0.7818,0.6235,107,23.4,68,0,525,3.71,0,0,92,0,0
02/01/2024 5:00,02/01/2024,5,1,0,0.9659,0.2588,0.7818,0.6235,50,21.7,56.8,0,475,3.68,0,0,88,0,0
02/01/2024 5:10,02/01/2024,5,1,0,0.9659,0.2588,0.7818,0.6235,202,22.8,60.3,0,400,3.66,0,0,100,0,0
02/01/2024 5:20,02/01/2024,5,1,0,0.9659,0.2588,0.7818,0.6235,462,24.8,62.7,0,419,3.64,0,0,100,0,0
02/01/2024 5:30,02/01/2024,5,1,0,0.9659,0.2588,0.7818,0.6235,114,25.2,65.9,0,457,3.71,0,0,92,0,0
02/01/2024 5:40,02/01/2024,5,1,0,0.9659,0.2588,0.7818,0.6235,50,21.7,45.7,0,433,3.7,0,0,88,0,0
02/01/2024 5:50,02/01/2024,5,1,0,0.9659,0.2588,0.7818,0.6235,146,24.1,71.3,0,400,3.71,0,0,80,0,0
02/01/2024 6:00,02/01/2024,6,1,0,1,0,0.7818,0.6235,1881,25.4,64.6,0,432,3.68,0,0,100,0,0
02/01/2024 6:10,02/01/2024,6,1,0,1,0,0.7818,0.6235,1753,23.4,64.9,0,472,3.68,0,0,100,0,0
02/01/2024 6:20,02/01/2024,6,1,0,1,0,0.7818,0.6235,1738,25.2,62.1,1,541,3.74,1,0,100,0,1
02/01/2024 6:30,02/01/2024,6,1,0,1,0,0.7818,0.6235,1863,25.1,65.8,0,400,3.74,0,0,92,0,0
02/01/2024 6:40,02/01/2024,6,1,0,1,0,0.7818,0.6235,1616,24.9,53.5,1,519,3.75,0,0,100,0,1
02/01/2024 6:50,02/01/2024,6,1,0,1,0,0.7818,0.6235,2051,23,66.6,0,428,3.72,0,0,92,0,0
02/01/2024 7:00,02/01/2024,7,1,0,0.9659,-0.2588,0.7818,0.6235,2050,24.8,67,0,400,4.24,0,0,92,0,0
02/01/2024 7:10,02/01/2024,7,1,0,0.9659,-0.2588,0.7818,0.6235,2247,25,72.6,1,643,4.15,0,0,80,0,1
02/01/2024 7:20,02/01/2024,7,1,0,0.9659,-0.2588,0.7818,0.6235,2052,26,64.5,0,445,4.07,0,0,100,0,0
02/01/2024 7:30,02/01/2024,7,1,0,0.9659,-0.2588,0.7818,0.6235,2099,22.9,57.9,0,429,4.13,0,0,100,0,0
02/01/2024 7:40,02/01/2024,7,1,0,0.9659,-0.2588,0.7818,0.6235,2267,28.3,67.7,0,694,4.08,1,0,80,0,1
02/01/2024 7:50,02/01/2024,7,1,0,0.9659,-0.2588,0.7818,0.6235,1993,24.2,67.2,0,408,4.04,0,0,92,0,0
02/01/2024 8:00,02/01/2024,8,1,0,0.866,-0.5,0.7818,0.6235,2534,27.2,64.7,1,563,4.53,1,0,88,0,1
02/01/2024 8:10,02/01/2024,8,1,0,0.866,-0.5,0.7818,0.6235,2544,26.4,67.5,1,599,4.36,1,0,92,0,1
02/01/2024 8:20,02/01/2024,8,1,0,0.866,-0.5,0.7818,0.6235,2252,27.1,72.7,1,543,4.47,1,0,68,0,1
02/01/2024 8:30,02/01/2024,8,1,0,0.866,-0.5,0.7818,0.6235,2559,24,63.6,1,493,4.45,0,0,100,0,1
02/01/2024 8:40,02/01/2024,8,1,0,0.866,-0.5,0.7818,0.6235,2298,26.3,76.9,0,488,4.42,0,0,80,0,0
02/01/2024 8:50,02/01/2024,8,1,0,0.866,-0.5,0.7818,0.6235,2555,27.1,67.7,1,594,4.43,1,0,80,0,1
02/01/2024 9:00,02/01/2024,9,1,0,0.7071,-0.7071,0.7818,0.6235,2529,27.1,77.2,0,550,4.92,1,0,68,0,1
02/01/2024 9:10,02/01/2024,9,1,0,0.7071,-0.7071,0.7818,0.6235,2776,28.3,66.6,1,641,4.86,1,0,80,0,1
02/01/2024 9:20,02/01/2024,9,1,0,0.7071,-0.7071,0.7818,0.6235,3098,24.9,67.4,1,625,4.91,0,0,92,0,1
02/01/2024 9:30,02/01/2024,9,1,0,0.7071,-0.7071,0.7818,0.6235,2465,27.3,75.1,1,604,4.8,1,0,68,0,1
02/01/2024 9:40,02/01/2024,9,1,0,0.7071,-0.7071,0.7818,0.6235,2502,25.4,70.9,0,400,4.76,0,0,80,0,0
02/01/2024 9:50,02/01/2024,9,1,0,0.7071,-0.7071,0.7818,0.6235,2869,26.9,71.4,0,663,4.7,1,0,80,0,1
02/01/2024 10:00,02/01/2024,10,1,0,0.5,-0.866,0.7818,0.6235,3221,27,62.6,0,527,5.22,0,0,100,0,0
02/01/2024 10:10,02/01/2024,10,1,0,0.5,-0.866,0.7818,0.6235,3105,27.5,73.7,1,634,5.1,1,0,68,0,1
